#Frame             Rg      Rg[Max]
    1067       6.9779      11.5549
    1068       6.9483      11.6297
    1069       6.9744      11.5035
    1070       6.8104      11.1813
    1071       6.8203      11.1236
    1072       6.9394      12.0323
    1073       6.8102      11.6662
    1074       6.9479      12.4253
    1075       6.8817      11.4398
    1076       6.8188      11.5578
    1077       6.9082      11.5214
    1078       6.8836      11.7594
    1079       6.9291      11.4148
    1080       6.7703      11.6945
    1081       6.8650      11.4321
    1082       6.8183      11.3207
    1083       6.7812      11.2912
    1084       7.0023      11.5523
    1085       6.8562      11.5379
    1086       6.9080      11.9530
    1087       6.8414      11.4374
    1088       7.0029      11.4468
    1089       6.9416      10.8702
    1090       6.8844      11.0588
    1091       6.8994      11.6018
    1092       6.8220      11.5395
    1093       6.9346      11.4534
    1094       6.7143      11.0642
    1095       6.8509      11.2967
    1096       6.8320      11.3111
    1097       6.8140      11.2450
    1098       6.7651      10.7345
    1099       6.7452      10.8315
    1100       6.7814      11.3174
    1101       6.7799      11.1223
    1102       6.8379      11.4097
    1103       6.7029      11.1730
    1104       6.7689      11.4134
    1105       6.7976      11.4954
    1106       6.8438      12.3634
    1107       7.0389      12.4661
    1108       6.7998      11.5345
    1109       6.9357      11.8194
    1110       6.8214      12.1597
    1111       6.7285      10.9630
    1112       6.9159      11.2862
    1113       6.7731      11.0876
    1114       6.9234      12.0522
    1115       6.8495      11.0957
    1116       6.7350      11.7865
    1117       6.7996      11.1184
    1118       6.8058      11.2200
    1119       6.8860      11.5319
    1120       6.7338      10.6907
    1121       6.7014      10.8970
    1122       6.8097      11.4179
    1123       6.8269      11.3119
    1124       6.8854      11.3175
    1125       6.8628      11.2669
    1126       6.9611      11.4103
    1127       6.7748      11.2107
    1128       6.8418      11.9430
    1129       6.7375      10.9421
    1130       6.8820      11.3643
    1131       6.8243      11.4511
    1132       6.9489      12.4395
    1133       6.9813      11.6465
    1134       6.8940      11.2705
    1135       6.7816      10.7426
    1136       6.8058      10.7144
    1137       6.7734      10.9345
    1138       6.7810      11.1577
    1139       6.8441      10.8571
    1140       6.7618      10.8422
    1141       6.7669      10.6682
    1142       6.7489      11.4160
    1143       6.9320      12.2435
    1144       6.9355      11.8071
    1145       7.0551      11.9410
    1146       6.9995      11.8057
    1147       6.9758      11.5196
    1148       6.8261      11.2603
    1149       7.0301      10.7823
    1150       7.2632      11.2605
    1151       7.1586      11.1149
    1152       7.3007      11.2264
    1153       7.3112      11.3495
    1154       7.1410      10.7687
    1155       7.2003      11.1290
    1156       7.1087      10.8508
    1157       7.1548      11.4311
    1158       7.2102      11.0710
    1159       7.1329      11.0240
    1160       7.2289      10.8310
    1161       7.1451      11.0523
    1162       7.3551      11.1270
    1163       7.2960      11.4419
    1164       7.3339      11.3301
    1165       7.1571      10.5933
    1166       7.0902      11.0438
    1167       7.2823      11.4048
    1168       7.0683      10.9109
    1169       7.0449      10.9955
    1170       7.1676      11.0703
    1171       7.2273      11.3034
    1172       7.2045      11.1431
    1173       7.3426      11.2493
    1174       7.2016      11.0919
    1175       7.2115      11.4676
    1176       7.1304      11.1849
    1177       6.9793      11.0800
    1178       7.0173      11.0390
    1179       6.8849      11.2654
    1180       6.8786      11.2776
    1181       6.9765      11.6153
    1182       7.0368      11.3546
    1183       6.9795      11.4959
    1184       6.9597      11.5279
    1185       6.8302      11.5609
    1186       6.8748      11.7992
    1187       6.8797      11.3237
    1188       6.8022      11.4134
    1189       6.7354      11.3698
    1190       6.8017      10.8562
    1191       6.7587      11.8937
    1192       6.7627      12.0601
    1193       6.7953      11.2864
    1194       6.8230      11.0286
    1195       6.8788      11.3762
    1196       6.8625      11.0822
    1197       6.9257      11.7362
    1198       6.8883      11.6728
    1199       7.0738      11.8671
    1200       6.9211      11.8721
    1201       7.0217      11.5778
    1202       6.8791      11.3607
    1203       6.7633      11.0826
    1204       6.8480      11.4584
    1205       6.9593      11.8930
    1206       7.0538      11.4683
    1207       6.8610      12.2537
    1208       6.8200      11.2204
    1209       6.8643      11.8564
    1210       6.9732      12.0179
    1211       6.9601      11.4669
    1212       7.1094      12.5563
    1213       7.0907      11.6970
    1214       7.0492      12.0400
    1215       7.0236      12.0088
    1216       6.7880      12.3506
    1217       6.8830      12.9459
    1218       6.8707      12.5073
    1219       6.9295      11.1863
    1220       6.8861      11.5841
    1221       6.9645      12.3003
    1222       6.9975      12.1569
    1223       7.0907      11.5714
    1224       7.0327      11.5382
    1225       7.0729      11.7684
    1226       7.1054      11.5124
    1227       6.9717      12.0431
    1228       6.9412      11.5892
    1229       6.9437      12.3934
    1230       7.0086      11.3630
    1231       6.9009      11.1992
    1232       6.8554      11.4326
    1233       6.8283      11.3313
    1234       6.7940      11.4374
    1235       6.8655      11.3473
    1236       6.8113      11.5919
    1237       6.9023      11.8850
    1238       6.8091      11.9428
    1239       6.8419      11.5799
    1240       7.0394      12.3129
    1241       6.9216      11.7272
    1242       6.8549      11.5826
    1243       7.0647      12.1539
    1244       7.0208      12.0864
    1245       7.0676      12.0871
    1246       6.9883      11.4430
    1247       6.8248      11.2300
    1248       6.8826      11.5792
    1249       6.8361      11.6256
    1250       6.9004      12.0040
    1251       6.8231      11.3015
    1252       6.9158      11.7144
    1253       6.8187      11.7462
    1254       6.9512      12.1947
    1255       6.7110      11.4381
    1256       6.8487      11.6620
    1257       6.8495      11.4966
    1258       6.8656      11.1210
    1259       6.9261      11.7231
    1260       6.9008      12.0312
    1261       6.9317      11.4332
    1262       7.0105      11.6666
    1263       6.9075      11.2627
    1264       6.8394      11.3656
    1265       6.8406      11.3733
    1266       6.9124      11.7907
    1267       6.7875      11.0586
    1268       6.6702      10.9390
    1269       6.7898      11.3483
    1270       6.6828      11.3838
    1271       6.7946      11.5273
    1272       6.8468      11.6887
    1273       6.7327      11.9103
    1274       6.8311      11.6735
    1275       6.8420      11.8901
    1276       6.8351      11.7155
    1277       6.8047      11.3435
    1278       6.8747      11.4467
    1279       6.9025      11.3952
    1280       6.7607      11.3554
    1281       6.6986      11.1491
    1282       6.8124      11.2560
    1283       6.7016      11.6335
    1284       6.8900      11.3840
    1285       6.8678      11.3646
    1286       6.8733      11.6086
